short,"['RescueAgent', 'ResourceManagementAgent', 'RebuildingAgent']","(np.int32(51), np.int32(339), np.int32(466), np.int32(765), np.int32(613), np.int32(391), np.int32(348), np.int32(348), np.int32(199), np.int32(34), np.int32(4), np.int32(57), np.int32(7), np.int32(20), np.int32(0), np.int32(0), np.int32(0))",0,1
short,"['RescueAgent', 'ResourceManagementAgent', 'RebuildingAgent']","(np.int32(51), np.int32(339), np.int32(466), np.int32(765), np.int32(613), np.int32(391), np.int32(348), np.int32(348), np.int32(199), np.int32(34), np.int32(4), np.int32(57), np.int32(7), np.int32(20), np.int32(0), np.int32(0), np.int32(0))",0,1
short,"['RescueAgent', 'ResourceManagementAgent', 'RebuildingAgent']","(np.int32(53), np.int32(336), np.int32(816), np.int32(1825), np.int32(663), np.int32(150), np.int32(350), np.int32(78), np.int32(305), np.int32(-417), np.int32(7), np.int32(58), np.int32(2), np.int32(20), np.int32(2), np.int32(0), np.int32(0))",0,1
short,"['RescueAgent', 'ResourceManagementAgent', 'RebuildingAgent']","(np.int32(51), np.int32(339), np.int32(466), np.int32(765), np.int32(613), np.int32(391), np.int32(348), np.int32(348), np.int32(199), np.int32(34), np.int32(4), np.int32(57), np.int32(7), np.int32(20), np.int32(0), np.int32(0), np.int32(0))",0,1
short,"['RescueAgent', 'ResourceManagementAgent', 'RebuildingAgent']","(np.int32(53), np.int32(336), np.int32(816), np.int32(1825), np.int32(663), np.int32(150), np.int32(350), np.int32(78), np.int32(305), np.int32(-417), np.int32(7), np.int32(58), np.int32(2), np.int32(20), np.int32(2), np.int32(0), np.int32(0))",0,1
short,"['RescueAgent', 'ResourceManagementAgent', 'RebuildingAgent']","(np.int32(55), np.int32(335), np.int32(1164), np.int32(2178), np.int32(1011), np.int32(152), np.int32(349), np.int32(204), np.int32(317), np.int32(-347), np.int32(8), np.int32(66), np.int32(1), np.int32(20), np.int32(7), np.int32(0), np.int32(0))",0,1
short,"['RescueAgent', 'ResourceManagementAgent', 'RebuildingAgent']","(np.int32(51), np.int32(339), np.int32(466), np.int32(765), np.int32(613), np.int32(391), np.int32(348), np.int32(348), np.int32(199), np.int32(34), np.int32(4), np.int32(57), np.int32(7), np.int32(20), np.int32(0), np.int32(0), np.int32(0))",0,1
short,"['RescueAgent', 'ResourceManagementAgent', 'RebuildingAgent']","(np.int32(53), np.int32(336), np.int32(816), np.int32(1825), np.int32(663), np.int32(150), np.int32(350), np.int32(78), np.int32(305), np.int32(-417), np.int32(7), np.int32(58), np.int32(2), np.int32(20), np.int32(2), np.int32(0), np.int32(0))",0,1
short,"['RescueAgent', 'ResourceManagementAgent', 'RebuildingAgent']","(np.int32(55), np.int32(335), np.int32(1164), np.int32(2178), np.int32(1011), np.int32(152), np.int32(349), np.int32(204), np.int32(317), np.int32(-347), np.int32(8), np.int32(66), np.int32(1), np.int32(20), np.int32(7), np.int32(0), np.int32(0))",0,1
short,"['RescueAgent', 'ResourceManagementAgent', 'RebuildingAgent']","(np.int32(57), np.int32(335), np.int32(1512), np.int32(2541), np.int32(1359), np.int32(152), np.int32(346), np.int32(408), np.int32(469), np.int32(-101), np.int32(8), np.int32(74), np.int32(0), np.int32(20), np.int32(14), np.int32(0), np.int32(0))",0,1
